"identifikaator";"tegevusvaldkond";"tyyp";"ministeerium";"allasutus";"makse";"link";"variable";"value";"kanal";"naitaja"
"MKM-011";"Avalike teenuste arendamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.mkm.ee/et/tegevused-eesmargid/infouhiskond/infouhiskonna-teenused";"Veebileht.osutamistearv";1;"Veebileht";"osutamistearv"
"VTA-050";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://mereviki.vta.ee/mediawiki/index.php/Esileht";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"RIA-033";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://riha.eesti.ee/riha/main";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"RIA-035";"Avalike teenuste arendamine";"Toetus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.eesti.ee/portaal/pjis.struktuuritoetus";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"LA-023";"Lennundus";"Aruandlus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/lennuohutust-mojutavast-juhtumist-teatamine-2";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"MKM-045";"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.mkm.ee/et/teenuste-otsing";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"VTA-051";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.eki.ee/dict/meri/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"VTA-052";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"https://www.emde.ee/vi-iloginedit";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"HTM-001";"Haridus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Kliendile tasuta";"http://haridussilm.ee/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"HTM-002";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"HTM-003";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"HTM-004";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"HTM-005";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"HTM-006";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"VTA-053";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/editor/index.php?id=202";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"VTA-054";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/editor/index.php?id=3821";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"EAM-001";"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/muuseum/pood/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"EAM-002";"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/kulastus/piletihinnad/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"EAM-003";"Riigi kinnisvara";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/urituste-korraldamine/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"EAM-004";"Turism";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/haridus/ekskursioonid/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"EAM-005";"Haridus";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/haridus/haridusprogrammid/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"EAM-006";"Kirjastamine";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/muuseum/publikatsioonid/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"EAM-007";"Kultuur";"Interaktiivne infoteenus";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://arhitektuurimuuseum.ee/raamatukogu/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"EAM-008";"Haridus";"Teabenõue/Märgukiri/Vaie";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/kogud/kogude-kasutamise-hinnakiri/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"EAM-009";"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://www.arhitektuurimuuseum.ee/naitused/naitused-laenuks/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"EAM-010";"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/naituste-eksponeerimine/";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"RA-001";"Arhiivindus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"RA-002";"Arhiivindus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"RA-009";"Arhiivindus";"Publikatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"www.ra.ee/tuna";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"RA-010";"Arhiivindus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Veebileht.osutamistearv";NA;"Veebileht";"osutamistearv"
"TJA-035";"Ohutus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"TJA-040";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole/";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"TJA-056";"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole/";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"TJA-069";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/raudteevorgustiku-teadaanded/";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"VTA-048";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://195.80.112.238:8080/HIS/Avalik?REQUEST=Main";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"VTA-049";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/teadaanded-meremeestele/";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"RIA-009";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://svn.eesti.ee/projektid/dvk/client/";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"RIA-012";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://installer.id.ee/?lang=est";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"RIA-013";"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://stash.ria.ee/projects/BAAS";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"RIA-019";"Riigi infosüsteemide kasutamine";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://riha.eesti.ee/riha/main";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"KA-010";"Energeetika";"Küsimustik";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/?id=10731";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"KA-011";"Energeetika";"Teabenõue/Märgukiri/Vaie";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/?id=14157";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"LA-001";"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=594";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"LA-003";"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/teabenoue";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"LA-004";"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=168017";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"LA-005";"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=53286";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"MKM-007";"Riigi infosüsteemide kasutamine";"Toetus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.ria.ee/avalike-teenuste-arendamine-sf/";"Veebileht.rahulolu";0;"Veebileht";"rahulolu"
"MKM-044";"Avalike teenuste arendamine";"Aruandlus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"www.riigiteenused.ee";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"MKM-011";"Avalike teenuste arendamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.mkm.ee/et/tegevused-eesmargid/infouhiskond/infouhiskonna-teenused";"Veebileht.rahulolu";85;"Veebileht";"rahulolu"
"VTA-050";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://mereviki.vta.ee/mediawiki/index.php/Esileht";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"RIA-033";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://riha.eesti.ee/riha/main";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"RIA-035";"Avalike teenuste arendamine";"Toetus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.eesti.ee/portaal/pjis.struktuuritoetus";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"LA-023";"Lennundus";"Aruandlus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/lennuohutust-mojutavast-juhtumist-teatamine-2";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"MKM-045";"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.mkm.ee/et/teenuste-otsing";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"VTA-051";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.eki.ee/dict/meri/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"VTA-052";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"https://www.emde.ee/vi-iloginedit";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"HTM-001";"Haridus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Kliendile tasuta";"http://haridussilm.ee/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"HTM-002";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"HTM-003";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"HTM-004";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"HTM-005";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"HTM-006";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"VTA-053";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/editor/index.php?id=202";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"VTA-054";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/editor/index.php?id=3821";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"EAM-001";"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/muuseum/pood/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"EAM-002";"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/kulastus/piletihinnad/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"EAM-003";"Riigi kinnisvara";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/urituste-korraldamine/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"EAM-004";"Turism";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/haridus/ekskursioonid/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"EAM-005";"Haridus";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://www.arhitektuurimuuseum.ee/haridus/haridusprogrammid/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"EAM-006";"Kirjastamine";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/muuseum/publikatsioonid/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"EAM-007";"Kultuur";"Interaktiivne infoteenus";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://arhitektuurimuuseum.ee/raamatukogu/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"EAM-008";"Haridus";"Teabenõue/Märgukiri/Vaie";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Teenustasu";"http://arhitektuurimuuseum.ee/kogud/kogude-kasutamise-hinnakiri/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"EAM-009";"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://www.arhitektuurimuuseum.ee/naitused/naitused-laenuks/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"EAM-010";"Kultuur";"Ost/Müük/Rentimine";"Kultuuriministeeriumi haldusala";"Eesti Arhitektuurimuuseum";"Kliendile tasuta";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/naituste-eksponeerimine/";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"RA-001";"Arhiivindus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"RA-002";"Arhiivindus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"RA-009";"Arhiivindus";"Publikatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"www.ra.ee/tuna";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"RA-010";"Arhiivindus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Veebileht.rahulolu";NA;"Veebileht";"rahulolu"
"TJA-035";"Ohutus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"TJA-040";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"TJA-056";"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"TJA-069";"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/raudteevorgustiku-teadaanded/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"VTA-048";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://195.80.112.238:8080/HIS/Avalik?REQUEST=Main";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"VTA-049";"Merendus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/teadaanded-meremeestele/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"RIA-009";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://svn.eesti.ee/projektid/dvk/client/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"RIA-012";"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://installer.id.ee/?lang=est";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"RIA-013";"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://stash.ria.ee/projects/BAAS";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"RIA-019";"Riigi infosüsteemide kasutamine";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://riha.eesti.ee/riha/main";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"KA-010";"Energeetika";"Küsimustik";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/?id=10731";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
