"nimetus";"allasutus";"link";"variable";"value";"kanal";"naitaja"
"Hüdrograafia Infosüsteem (HIS)";"Veeteede Amet";"http://195.80.112.238:8080/HIS/Avalik?REQUEST=Main";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"DVK universaalkliendi (UK) tarkvara allalaadimine";"Riigi Infosüsteemi Amet (RIA)";"https://svn.eesti.ee/projektid/dvk/client/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"ID-kaardi veahalduskeskkond";"Riigi Infosüsteemi Amet (RIA)";"https://stash.ria.ee/projects/BAAS";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"RIHA kooskõlastamine";"Riigi Infosüsteemi Amet (RIA)";"https://riha.eesti.ee/riha/main";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Turuanalüüside küsimustikud";"Konkurentsiamet";"http://www.konkurentsiamet.ee/?id=10731";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Teabenõue Konkurentsiametile";"Konkurentsiamet";"http://www.konkurentsiamet.ee/?id=14157";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Ettepanek, kaebus Lennuametile";"Lennuamet";"http://www.ecaa.ee/index.php?id=594";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Teabenõude esitamine Lennuametile";"Lennuamet";"http://www.ecaa.ee/teabenoue";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Hinnang Lennuameti järelevalvele";"Lennuamet";"http://www.ecaa.ee/index.php?id=168017";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Tagasiside Lennuametile";"Lennuamet";"http://www.ecaa.ee/index.php?id=53286";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Avalike teenuste pakkumise arendamiseks toetuse andmise";"Majandus- ja Kommunikatsiooniministeerium";"https://www.ria.ee/avalike-teenuste-arendamine-sf/";"Veebileht.halduskulu";0;"Veebileht";"halduskulu"
"Teenuste kirjeldamine teenuste kataloogis";"Majandus- ja Kommunikatsiooniministeerium";"www.riigiteenused.ee";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Läänemere Strateegia programm";"Majandus- ja Kommunikatsiooniministeerium";"https://www.mkm.ee/et/tegevused-eesmargid/infouhiskond/infouhiskonna-teenused";"Veebileht.halduskulu";12270;"Veebileht";"halduskulu"
"Mereentsüklopeedia";"Veeteede Amet";"http://mereviki.vta.ee/mediawiki/index.php/Esileht";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Struktuurfondide IKT rahastustaotluse esitamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/portaal/pjis.struktuuritoetus";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Lennuohutust mõjutavast juhtumist teatamine";"Lennuamet";"http://www.ecaa.ee/lennuohutust-mojutavast-juhtumist-teatamine-2";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Teenuste otsing teenuste kataloogist";"Majandus- ja Kommunikatsiooniministeerium";"https://www.mkm.ee/et/teenuste-otsing";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Inglise-eesti meresõnaraamat";"Veeteede Amet";"http://www.eki.ee/dict/meri/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Laevade opereerimisega seotud dokumentide edastamine";"Veeteede Amet";"https://www.emde.ee/vi-iloginedit";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Haridussilm.ee - haridus- ja teadusstatistika avaldamine";"Haridus- ja Teadusministeerium";"http://haridussilm.ee/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Koolieelsete lasteasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Üldhariduskooli tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Täiskasvanute koolitusasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Huvikoolidele tegevus- või koolitusloa andmine";"Haridus- ja Teadusministeerium";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Kutseõppeasutustele õppe läbiviimise õiguse andmine";"Haridus- ja Teadusministeerium";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Veeteede Ameti Teataja";"Veeteede Amet";"http://www.vta.ee/editor/index.php?id=202";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Navigeerimisolusid tutvustav teatmik (Lootsiraamat)";"Veeteede Amet";"http://www.vta.ee/editor/index.php?id=3821";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Raamatumüük";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/muuseum/pood/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Piletite müük";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/kulastus/piletihinnad/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Ruumide broneerimine";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/urituste-korraldamine/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Ekskursioonide tellimine ja giiditeenus";"Eesti Arhitektuurimuuseum";"http://arhitektuurimuuseum.ee/haridus/ekskursioonid/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Haridusprogrammide tellimine";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/haridus/haridusprogrammid/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Kirjastamine";"Eesti Arhitektuurimuuseum";"http://arhitektuurimuuseum.ee/muuseum/publikatsioonid/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Raamatukogu";"Eesti Arhitektuurimuuseum";"http://arhitektuurimuuseum.ee/raamatukogu/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Arhitektuurimuuseumi kogude kasutamine";"Eesti Arhitektuurimuuseum";"http://arhitektuurimuuseum.ee/kogud/kogude-kasutamise-hinnakiri/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Näituste laenutamine";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/naitused/naitused-laenuks/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Näituste eksponeerimine";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/naituste-eksponeerimine/";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Arhivaalide kirjeldusinfoga veebis tutvumine";"Rahvusarhiiv";"www.ra.ee/vau";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Arhivaalide digikujutistega veebis tutvumine";"Rahvusarhiiv";"www.ra.ee/vau";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Arhivaalide baasil publikatsioonide avaldamine ja müük";"Rahvusarhiiv";"www.ra.ee/tuna";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Kasutajatele ühisloomes osalemise võimaldamine";"Rahvusarhiiv";"www.ra.ee/vau";"Veebileht.halduskulu";NA;"Veebileht";"halduskulu"
"Mittevastavast mõõtevahedist teavitamine läbi TJA kodulehe";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Menetlustaotluste menetlemine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole/";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Tegevuseeskirjade kooskõlastamine ja kinnitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole/";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Raudteevõrgustiku teadaannete heakskiitmine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/raudteevorgustiku-teadaanded/";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Hüdrograafia Infosüsteem (HIS)";"Veeteede Amet";"http://195.80.112.238:8080/HIS/Avalik?REQUEST=Main";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"DVK universaalkliendi (UK) tarkvara allalaadimine";"Riigi Infosüsteemi Amet (RIA)";"https://svn.eesti.ee/projektid/dvk/client/";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"ID-kaardi veahalduskeskkond";"Riigi Infosüsteemi Amet (RIA)";"https://stash.ria.ee/projects/BAAS";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"RIHA kooskõlastamine";"Riigi Infosüsteemi Amet (RIA)";"https://riha.eesti.ee/riha/main";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Turuanalüüside küsimustikud";"Konkurentsiamet";"http://www.konkurentsiamet.ee/?id=10731";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Teabenõue Konkurentsiametile";"Konkurentsiamet";"http://www.konkurentsiamet.ee/?id=14157";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Ettepanek, kaebus Lennuametile";"Lennuamet";"http://www.ecaa.ee/index.php?id=594";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Teabenõude esitamine Lennuametile";"Lennuamet";"http://www.ecaa.ee/teabenoue";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Hinnang Lennuameti järelevalvele";"Lennuamet";"http://www.ecaa.ee/index.php?id=168017";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Tagasiside Lennuametile";"Lennuamet";"http://www.ecaa.ee/index.php?id=53286";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Avalike teenuste pakkumise arendamiseks toetuse andmise";"Majandus- ja Kommunikatsiooniministeerium";"https://www.ria.ee/avalike-teenuste-arendamine-sf/";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Teenuste kirjeldamine teenuste kataloogis";"Majandus- ja Kommunikatsiooniministeerium";"www.riigiteenused.ee";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Läänemere Strateegia programm";"Majandus- ja Kommunikatsiooniministeerium";"https://www.mkm.ee/et/tegevused-eesmargid/infouhiskond/infouhiskonna-teenused";"Veebileht.ajakulu";0;"Veebileht";"ajakulu"
"Mereentsüklopeedia";"Veeteede Amet";"http://mereviki.vta.ee/mediawiki/index.php/Esileht";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Struktuurfondide IKT rahastustaotluse esitamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.eesti.ee/portaal/pjis.struktuuritoetus";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Lennuohutust mõjutavast juhtumist teatamine";"Lennuamet";"http://www.ecaa.ee/lennuohutust-mojutavast-juhtumist-teatamine-2";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Teenuste otsing teenuste kataloogist";"Majandus- ja Kommunikatsiooniministeerium";"https://www.mkm.ee/et/teenuste-otsing";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Inglise-eesti meresõnaraamat";"Veeteede Amet";"http://www.eki.ee/dict/meri/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Laevade opereerimisega seotud dokumentide edastamine";"Veeteede Amet";"https://www.emde.ee/vi-iloginedit";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Haridussilm.ee - haridus- ja teadusstatistika avaldamine";"Haridus- ja Teadusministeerium";"http://haridussilm.ee/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Koolieelsete lasteasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Üldhariduskooli tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Täiskasvanute koolitusasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Huvikoolidele tegevus- või koolitusloa andmine";"Haridus- ja Teadusministeerium";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Kutseõppeasutustele õppe läbiviimise õiguse andmine";"Haridus- ja Teadusministeerium";"https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Veeteede Ameti Teataja";"Veeteede Amet";"http://www.vta.ee/editor/index.php?id=202";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Navigeerimisolusid tutvustav teatmik (Lootsiraamat)";"Veeteede Amet";"http://www.vta.ee/editor/index.php?id=3821";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Raamatumüük";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/muuseum/pood/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Piletite müük";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/kulastus/piletihinnad/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Ruumide broneerimine";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/urituste-korraldamine/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Ekskursioonide tellimine ja giiditeenus";"Eesti Arhitektuurimuuseum";"http://arhitektuurimuuseum.ee/haridus/ekskursioonid/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Haridusprogrammide tellimine";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/haridus/haridusprogrammid/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Kirjastamine";"Eesti Arhitektuurimuuseum";"http://arhitektuurimuuseum.ee/muuseum/publikatsioonid/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Raamatukogu";"Eesti Arhitektuurimuuseum";"http://arhitektuurimuuseum.ee/raamatukogu/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Arhitektuurimuuseumi kogude kasutamine";"Eesti Arhitektuurimuuseum";"http://arhitektuurimuuseum.ee/kogud/kogude-kasutamise-hinnakiri/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Näituste laenutamine";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/naitused/naitused-laenuks/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Näituste eksponeerimine";"Eesti Arhitektuurimuuseum";"http://www.arhitektuurimuuseum.ee/muuseum/teenused/naituste-eksponeerimine/";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Arhivaalide kirjeldusinfoga veebis tutvumine";"Rahvusarhiiv";"www.ra.ee/vau";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Arhivaalide digikujutistega veebis tutvumine";"Rahvusarhiiv";"www.ra.ee/vau";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Arhivaalide baasil publikatsioonide avaldamine ja müük";"Rahvusarhiiv";"www.ra.ee/tuna";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Kasutajatele ühisloomes osalemise võimaldamine";"Rahvusarhiiv";"www.ra.ee/vau";"Veebileht.ajakulu";NA;"Veebileht";"ajakulu"
"Lõhkematerjali käitlemisloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"https://emoodul.tja.ee/web/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Pürotehnilise toote käitlemise tegevusloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"https://emoodul.tja.ee/web/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"https://emoodul.tja.ee";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Registreerimiskohustusega masinate tehniliste kontrollide andmekogu pidamine";"Tehnilise Järelevalve Amet";"https://jvis.tja.ee/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Raadiosagedusloa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/sagedusluba/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Raadiosagedusloa pikendamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/sagedusluba/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Raadiosagedusloa muutmine";"Tehnilise Järelevalve Amet";"Sagedusloa omanik esitab TJA-le  taotluse sagedusloa tingimuste muutmiseks.";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Raadiosagedusloaga kehtestatud õiguste ja kohustuste üleandmine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/sagedusluba/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Veeremi remondiloa väljastamine";"Tehnilise Järelevalve Amet";"https://mtr.mkm.ee/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Raudtee-ehituse tegevuslubade väljastamine";"Tehnilise Järelevalve Amet";"https://mtr.mkm.ee/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Tegevusloa taotluse läbivaatamine";"Veeteede Amet";"https://www.emde.ee/vi-iloginedit";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"eID kasutajatugi";"Riigi Infosüsteemi Amet (RIA)";"http://www.id.ee/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Raudteeseaduse tegevuslubade taotlemine";"Konkurentsiamet";"https://mtr.mkm.ee/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Elektrituruseaduse tegevuslubade taotlemine";"Konkurentsiamet";"https://mtr.mkm.ee/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Gaasiettevõtja tegevusloa taotlemine";"Konkurentsiamet";"https://mtr.mkm.ee/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Soojusettevõtja tegevuslubade taotlemine";"Konkurentsiamet";"https://mtr.mkm.ee/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Postiteenuse tegevusloa taotlemine";"Konkurentsiamet";"https://mtr.mkm.ee/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Lennuohutuse järelevalve süsteem";"Lennuamet";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Aeronavigatsiooniteenuse osutaja sertifikaadi taotluse esitamine";"Lennuamet";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Lennujuhtimis- ja raadionavigatsiooniseadmete sertifitseermise taotluse esitamine";"Lennuamet";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Lennuvälja või kopteriväljaku sertifikaadi taotluse esitamine";"Lennuamet";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
" Vastavushindamisasutusena tegutsemise loa väljastamine";"Majandus- ja Kommunikatsiooniministeerium";"https://mtr.mkm.ee/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Ehitisregistris registreeritud vallasvara";"Haridus- ja Teadusministeerium";"https://www.ehr.ee/app/esileht?1";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Kinnistul paiknevad Ehitisregistris registreeritud ehitised";"Majandus- ja Kommunikatsiooniministeerium";"https://www.ehr.ee/app/esileht?0";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Registreeringute ja lubadega seotud otsingud majandustegevuse registrist";"Majandus- ja Kommunikatsiooniministeerium";"https://mtr.mkm.ee/infoleht/21";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Tegevusloa otsing majandustegevuse registrist";"Majandus- ja Kommunikatsiooniministeerium";"https://mtr.mkm.ee/";"Eiseteenindus.osutamistearv";0;"Eiseteenindus";"osutamistearv"
"Majandustegevusteade alkohoolse joogi jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"mtr.mkm.ee";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Majandustegevusteade alkohoolse joogi hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Majandustegevusteade tubakatoote jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Majandustegevusteade kahjuritõrjega tegelemiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Majandustegevusteade ehitamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Majandustegevusteade sideteenuse osutamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Majandustegevusteade kaubandusliku loterii korraldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Majandustegevusteade tulekustuti hooldamiseks ja tuletõrje voolikusüsteemi kontrollimiseks ja hooldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Majandustegevusteade reisiettevõtjana tegutsemisks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Majandustegevusteade renditööjõu vahendamiseks ja tööjõu pakkumiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Riigi kinnisvara valitseja andmed";"Rahandusministeerium";"https://riigivara.fin.ee/kvr/vara/kinnisvarad";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Tuleohutuse enesekontrolli aruannete esitamine";"Päästeamet";"https://tuleohutusaruanne.ee/";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Arhivaalide tellimine uurimissaali";"Rahvusarhiiv";"www.ra.ee/vau";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Arhivaalide tellimine kauglaenutusse";"Rahvusarhiiv";"www.ra.ee/vau";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Arhivaalidest analoogkoopiate tellimine";"Rahvusarhiiv";"www.ra.ee/vau";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
"Arhivaalidest digikoopiate tellimine (digiteerimine)";"Rahvusarhiiv";"www.ra.ee";"Eiseteenindus.osutamistearv";NA;"Eiseteenindus";"osutamistearv"
